r,g,b
239,222,195
241,224,196
240,224,195
239,222,194
239,222,193
238,221,191
238,221,191
238,221,190
238,222,191
238,221,191
238,221,192
238,222,193
239,225,203
237,230,224
218,214,209
188,180,171
177,170,166
82,71,70
122,102,93
197,164,126
223,190,154
223,188,151
219,184,151
216,176,145
197,156,124
211,170,135
213,174,139
214,174,142
207,166,136
219,183,154
191,151,124
182,138,114
193,157,132
207,175,143
213,178,145
222,196,172
100,84,76
73,57,58
61,51,50
87,69,66
125,78,78
92,71,66
114,95,86
206,197,188
237,234,232
237,230,216
239,225,197
240,224,195
242,225,196
241,224,195
240,223,194
241,224,194
241,224,195
242,225,197
241,224,196
242,225,198
241,224,196
240,225,195
241,226,197
240,226,197
240,227,200
231,217,188
231,217,188
230,216,187
230,216,187
231,217,188
233,218,189
232,217,188
232,218,189
233,219,190
234,219,190
235,220,191
233,218,189
233,218,189
234,219,190
234,219,188
235,220,189
235,220,191
236,221,192
235,220,190
236,221,190
235,219,192
235,220,191
235,220,191
237,220,190
237,220,190
236,219,189
237,220,190
235,218,188
236,220,188
234,218,184
236,219,188
237,220,190
239,222,193
240,223,195
240,223,195
240,223,194
239,222,194
240,223,194
238,221,193
241,225,196
240,225,196
239,223,195
239,222,194
238,221,190
238,221,190
237,221,190
238,222,191
238,221,191
238,221,191
237,220,190
239,222,195
236,226,206
227,223,220
233,226,223
231,226,227
132,124,121
110,97,94
190,155,126
213,177,141
213,177,144
210,175,145
211,175,141
187,147,113
191,152,118
207,165,135
202,162,132
220,181,145
212,174,140
203,171,146
188,159,134
184,159,136
195,168,142
220,185,153
228,199,173
107,88,82
72,57,58
84,61,62
133,92,79
191,137,118
152,101,87
176,162,148
224,220,209
239,234,234
240,228,215
241,225,199
240,225,195
241,225,194
242,225,194
240,224,193
241,224,194
241,224,195
241,224,195
241,224,196
242,225,196
241,224,195
240,225,194
241,226,198
240,226,199
240,227,201
232,218,188
232,218,188
231,217,188
231,217,187
231,217,187
232,217,188
233,218,188
232,218,189
232,218,189
233,218,189
234,219,190
233,218,190
232,217,188
233,218,189
235,219,192
236,221,193
235,220,191
236,221,192
235,220,190
236,221,190
236,220,192
235,220,191
236,221,192
236,220,189
236,219,189
236,219,189
235,218,188
235,218,188
236,220,188
234,218,184
235,218,188
237,220,190
237,220,191
239,222,193
239,222,193
239,223,192
239,223,192
240,223,192
238,222,191
241,225,194
239,224,195
239,223,196
240,223,195
239,222,192
238,222,188
238,221,191
238,221,192
238,221,191
238,221,191
237,221,189
237,220,191
237,223,195
237,230,223
236,230,227
208,191,190
158,114,96
174,147,134
175,150,119
180,151,124
179,151,131
189,160,143
192,160,135
173,136,111
202,163,129
200,157,132
190,146,115
165,135,111
202,168,151
224,201,188
218,191,165
210,174,138
218,185,150
225,192,160
226,196,165
128,109,100
144,114,98
179,128,104
183,126,102
182,138,110
165,115,93
189,178,165
236,232,226
241,234,235
239,225,203
240,224,195
239,224,192
240,224,191
241,225,191
240,224,192
241,224,193
240,224,193
241,224,193
241,225,194
242,225,194
241,225,193
240,224,194
240,224,196
241,225,199
242,226,200
231,218,186
232,218,187
232,218,189
231,218,185
231,217,184
232,217,186
232,217,186
233,218,186
234,219,190
233,218,189
234,218,190
234,219,192
233,219,190
234,220,191
235,220,191
236,221,192
235,220,191
236,221,192
236,221,192
236,221,192
236,221,192
236,221,190
236,221,190
236,221,188
237,220,189
236,219,190
235,218,188
235,218,188
236,220,187
235,218,186
235,218,188
236,219,189
238,221,191
239,222,192
240,223,193
239,222,194
239,222,194
240,223,195
239,222,194
240,223,194
241,224,196
240,223,198
240,223,197
238,221,193
238,222,189
238,221,191
238,221,192
237,220,190
239,222,192
238,221,193
238,221,193
239,224,199
238,228,219
238,231,231
225,216,214
175,141,129
150,125,112
208,175,146
177,155,130
196,168,145
225,201,181
229,206,190
179,148,131
187,142,113
199,159,127
205,165,136
195,159,135
218,193,170
235,213,195
205,183,169
184,164,147
217,193,175
223,189,157
227,195,161
188,160,141
193,166,141
177,139,118
161,115,91
139,97,84
162,125,103
232,226,220
237,235,233
241,234,234
238,223,199
240,223,195
240,223,195
241,225,192
241,225,192
240,224,191
241,225,194
241,225,195
242,225,195
242,225,198
242,227,197
241,226,197
241,225,197
241,226,198
242,227,200
243,227,201
230,217,185
232,218,187
231,217,189
231,218,185
231,218,185
232,217,186
232,217,185
233,218,186
232,216,188
233,217,188
235,220,192
235,220,193
233,219,190
233,219,190
235,220,191
236,221,192
234,219,190
234,219,190
235,220,191
236,221,192
235,220,191
235,220,189
236,221,190
236,220,187
237,220,189
236,219,190
236,219,189
236,219,189
237,220,191
236,219,190
236,219,189
236,219,189
237,220,190
237,220,190
239,222,192
240,223,195
240,223,195
240,223,195
238,221,193
238,221,192
240,223,196
240,223,198
241,224,198
240,223,194
239,222,190
238,221,191
239,222,193
238,221,191
238,221,192
239,222,194
239,222,194
238,223,197
236,224,203
238,227,211
237,232,230
184,159,148
166,122,106
182,155,123
174,134,112
176,140,121
193,155,131
195,155,127
177,141,119
168,121,101
208,163,131
204,170,135
219,178,149
196,147,126
195,151,129
187,152,130
204,172,150
213,173,145
214,173,142
218,166,130
231,202,174
214,188,163
193,161,138
198,155,124
158,113,98
198,180,158
235,229,224
239,236,235
240,234,231
240,225,196
242,225,197
240,223,194
241,225,192
241,225,192
241,225,192
242,225,195
242,225,195
243,226,196
243,226,199
243,227,201
244,228,202
242,226,201
243,227,202
243,226,203
243,227,201
232,219,187
231,218,185
231,217,188
231,218,185
231,218,185
232,217,186
231,217,183
232,217,187
233,218,186
232,218,187
235,220,190
235,220,190
234,219,189
234,219,191
234,219,191
236,221,190
237,222,192
235,220,191
235,220,191
236,221,192
236,221,192
236,221,191
236,221,192
237,221,190
237,222,190
235,220,189
237,222,192
237,222,193
238,221,193
238,221,193
237,220,190
236,219,189
237,220,190
237,220,190
237,220,190
238,221,192
239,222,192
239,222,194
239,222,194
237,221,191
238,221,192
240,224,197
240,225,196
240,225,196
242,224,195
240,222,193
240,223,194
240,223,194
240,223,194
239,222,192
238,221,191
239,222,194
240,223,194
237,221,192
238,230,223
221,211,206
148,111,101
183,146,120
204,158,122
217,172,138
215,173,135
209,165,136
193,158,136
154,109,94
196,154,126
183,145,119
223,191,159
215,178,155
205,167,140
214,178,144
205,162,132
214,170,133
214,156,121
218,159,120
230,197,169
217,185,158
192,154,126
208,163,133
137,108,94
236,226,214
238,234,234
239,235,235
240,230,220
240,224,195
241,224,194
241,224,194
241,225,192
240,224,191
241,224,193
242,225,195
242,225,196
243,226,198
242,225,198
244,228,202
244,228,205
243,227,202
243,227,201
242,227,202
242,228,202
231,218,186
230,217,183
231,217,185
231,218,183
231,218,182
230,215,183
231,216,185
233,218,188
234,219,186
234,219,186
234,219,187
234,219,187
235,220,189
235,220,192
235,219,191
235,220,189
235,220,190
236,221,192
235,220,191
235,220,191
235,220,191
237,222,193
236,221,192
237,222,192
236,221,191
236,221,192
235,220,191
234,219,190
238,221,193
239,222,194
238,221,191
238,221,191
237,220,190
238,221,191
238,221,191
239,222,192
239,222,192
240,223,195
239,222,194
237,221,190
238,221,192
239,222,195
239,224,195
241,226,197
241,225,198
240,224,197
240,223,196
240,223,195
240,223,194
238,221,191
238,221,191
240,223,195
238,221,193
236,220,189
238,226,211
234,231,229
169,138,129
158,114,94
181,135,107
202,149,116
220,175,139
221,183,152
195,153,121
168,123,101
195,157,130
188,152,130
226,189,157
222,186,154
225,191,157
226,194,160
226,185,156
208,164,124
213,157,124
222,171,128
220,187,158
142,108,94
157,112,91
140,104,89
210,201,185
225,216,205
238,235,233
240,234,237
238,228,199
241,222,195
241,224,194
240,223,193
241,225,192
241,225,192
241,224,193
241,224,194
242,225,196
242,225,197
242,226,197
243,227,199
243,227,201
242,226,201
243,227,201
242,227,203
242,227,205
231,218,187
231,218,185
231,218,185
229,216,181
229,216,180
230,216,182
232,217,185
233,218,187
233,218,187
235,219,187
235,220,188
236,220,188
235,220,189
235,220,190
236,220,191
235,219,188
236,220,191
236,221,192
236,221,191
236,221,191
236,221,191
237,222,193
237,222,193
237,222,194
237,221,193
237,221,193
237,221,193
235,219,191
238,222,194
238,222,194
239,223,194
238,222,192
237,221,191
238,221,190
238,221,189
238,222,190
239,223,191
239,223,192
237,221,191
235,220,189
237,222,191
237,222,191
237,222,193
240,224,197
239,225,198
237,222,196
239,223,196
235,219,190
235,219,191
239,222,196
238,222,192
239,223,192
237,221,191
236,221,188
236,224,204
236,232,231
204,198,195
134,105,90
178,138,110
206,159,127
222,175,138
175,143,122
172,124,106
151,106,88
140,103,87
160,114,99
210,173,138
229,196,169
228,197,164
228,197,169
223,185,159
210,168,134
218,179,148
223,178,140
191,158,133
120,77,71
168,112,88
126,92,80
176,167,157
237,229,225
239,233,227
237,227,206
239,223,197
240,222,193
240,223,193
240,223,193
240,224,191
241,225,192
241,225,193
241,225,193
242,225,195
242,225,197
243,226,198
243,226,197
242,226,198
242,227,199
242,227,199
242,227,199
242,227,200
232,218,188
232,218,186
232,217,187
230,215,183
232,217,184
231,217,183
231,217,183
233,218,187
234,219,188
235,218,188
236,219,189
236,219,189
234,219,188
236,220,189
236,219,189
237,220,190
235,220,191
236,221,192
237,222,192
237,222,191
237,222,191
236,221,192
236,221,192
237,222,193
237,222,193
238,222,193
238,221,192
236,219,190
239,224,195
238,223,194
238,223,194
237,222,193
239,223,195
238,221,192
238,222,190
237,221,189
237,221,189
238,223,192
238,223,193
238,222,191
239,222,194
238,223,197
237,224,197
236,229,210
240,226,210
238,224,202
238,224,200
234,221,204
225,214,202
234,223,205
238,223,197
238,223,193
236,221,191
236,221,191
238,226,208
239,231,232
229,223,224
147,112,97
189,153,122
209,170,139
209,165,131
171,142,118
164,132,113
140,93,84
134,96,85
165,140,119
175,142,117
222,187,149
211,177,143
204,169,138
216,181,150
220,184,152
223,189,154
222,183,146
174,140,113
126,103,98
119,105,101
152,143,141
223,216,203
239,234,233
240,231,222
237,222,188
238,222,189
240,224,191
240,224,191
240,224,191
241,225,192
241,225,192
241,225,192
241,225,192
242,226,194
242,225,195
243,226,195
242,225,197
243,226,198
241,226,197
242,227,198
242,227,198
242,226,200
231,218,187
231,218,186
232,218,189
232,217,187
232,217,187
231,216,185
233,218,187
234,219,188
234,219,188
235,219,189
235,219,189
235,219,188
235,220,189
235,220,189
236,219,190
237,220,191
237,221,192
236,221,192
237,222,192
238,223,192
237,222,192
237,222,193
238,223,194
237,222,193
237,222,193
237,222,192
238,222,190
236,220,189
239,224,195
239,224,195
239,223,194
238,223,194
237,222,194
236,220,193
237,221,193
237,221,195
236,220,194
235,221,195
236,221,197
236,223,203
237,227,216
235,229,226
236,231,229
235,229,229
236,229,223
237,231,225
237,230,223
227,220,209
222,216,204
224,218,209
236,225,207
237,222,198
237,221,195
237,220,192
235,222,194
240,231,228
232,230,231
190,176,172
191,143,118
204,163,133
190,155,126
203,169,131
213,177,137
178,146,125
199,165,140
220,180,150
187,153,135
213,174,133
203,164,131
195,158,123
199,165,132
203,172,140
192,155,121
207,168,138
151,117,98
161,151,135
199,195,187
233,230,222
237,232,230
239,234,230
242,234,228
238,222,193
238,221,192
239,222,191
239,223,190
241,224,191
240,224,192
241,224,192
241,225,192
241,225,192
242,226,194
242,225,193
241,225,193
242,225,197
242,225,197
241,226,197
242,227,198
242,227,199
242,225,199
230,217,185
229,216,183
232,218,187
231,217,180
232,217,185
232,217,186
233,218,187
233,218,187
233,218,187
235,220,189
233,218,187
234,219,188
234,219,188
235,220,189
235,220,192
236,220,192
235,220,192
235,220,191
236,221,192
236,221,192
236,221,192
236,221,192
237,222,193
238,223,194
236,221,192
237,222,193
237,222,193
237,221,193
238,223,196
237,224,200
236,225,207
237,227,215
236,228,221
235,229,225
234,231,227
237,231,228
235,230,228
236,229,226
238,229,224
237,230,228
232,223,217
204,192,180
190,172,153
190,167,144
183,161,139
183,165,150
163,146,135
152,136,120
155,133,113
192,177,163
226,221,219
238,234,232
239,228,214
236,221,197
236,222,194
239,233,229
239,233,233
239,233,233
206,170,153
192,144,118
206,170,128
206,166,131
198,134,109
188,136,113
179,116,98
174,91,84
166,118,105
188,145,118
195,158,128
190,156,122
198,164,131
201,168,132
200,161,127
204,165,136
138,110,98
226,220,206
237,231,229
239,233,232
238,233,233
239,232,226
239,232,226
240,223,195
240,223,193
239,223,191
239,222,192
240,223,193
242,225,195
241,224,194
240,224,191
241,224,193
242,225,197
243,226,198
242,225,197
243,226,198
243,226,198
243,227,198
243,228,199
243,227,199
243,226,197
230,217,185
230,217,184
232,217,186
230,216,179
232,217,185
233,218,187
232,217,186
232,217,186
232,217,186
233,218,187
232,217,186
233,218,187
233,218,187
234,219,188
234,219,187
234,219,187
235,220,190
234,219,190
235,220,191
233,218,189
234,219,190
234,219,190
236,221,192
237,222,193
237,222,193
236,221,192
236,221,192
236,221,193
235,221,202
237,229,222
236,232,231
236,230,226
214,206,199
184,174,164
164,151,138
187,171,158
192,182,168
201,193,181
205,199,187
211,198,179
203,182,162
203,178,158
209,181,157
187,158,140
175,148,128
205,179,156
159,131,111
148,124,105
184,157,136
170,143,121
160,139,125
185,176,168
236,225,215
235,223,198
237,224,206
239,234,232
239,233,233
240,234,234
220,197,191
196,140,110
220,178,144
195,157,134
188,113,101
200,149,138
178,141,131
186,156,145
165,131,125
198,157,136
198,161,130
205,169,138
200,164,135
206,170,138
205,166,130
192,154,121
164,142,131
236,234,231
239,233,234
240,234,237
239,235,231
241,230,215
239,227,207
241,224,195
241,224,195
240,224,192
241,224,194
240,223,193
241,224,194
240,223,193
241,224,192
242,225,195
243,226,198
243,226,198
242,225,197
243,226,198
243,226,198
242,227,198
242,227,198
242,226,198
243,226,197
232,218,190
230,217,188
230,216,183
230,215,182
231,216,185
231,216,184
232,217,184
231,216,183
231,216,183
232,217,187
232,217,187
232,217,187
231,216,187
232,217,187
231,216,182
232,217,186
235,218,187
232,216,186
232,217,186
233,217,187
234,218,189
233,219,189
233,219,192
236,221,191
236,222,194
233,221,195
235,224,207
235,227,223
234,230,230
234,229,224
201,188,180
169,150,133
169,143,125
208,180,160
210,181,160
201,171,149
197,167,149
209,176,155
225,201,181
211,184,161
214,187,167
217,191,170
198,175,156
172,148,134
182,160,147
210,187,171
190,167,151
171,146,126
155,131,112
177,150,126
181,158,135
143,117,102
187,171,154
232,222,209
238,228,221
238,231,226
240,233,230
239,232,230
237,223,215
204,150,121
215,168,132
206,166,137
163,104,100
202,152,135
218,182,162
209,164,141
191,153,130
198,158,127
181,144,114
193,156,127
207,168,136
208,170,134
205,165,128
162,124,98
173,155,144
238,235,235
239,236,234
238,236,237
237,231,218
241,224,199
241,224,198
240,223,196
241,224,196
240,223,194
241,224,194
241,224,194
241,225,192
241,224,192
241,225,191
241,225,193
243,226,197
244,227,199
243,226,198
243,226,198
242,225,197
241,226,197
242,227,198
242,226,197
242,227,198
232,218,187
230,217,186
230,215,183
228,213,180
230,215,182
230,215,182
232,217,184
232,218,182
232,217,185
232,217,187
232,217,188
232,217,188
232,217,188
232,217,188
232,217,186
233,218,190
233,217,189
229,216,186
230,218,187
232,221,190
232,221,193
233,223,196
233,222,199
235,225,206
236,227,217
236,229,229
236,231,232
230,227,223
193,181,169
146,125,111
164,136,117
188,155,130
190,156,135
185,154,131
210,178,155
202,170,146
207,179,160
194,169,148
225,201,178
215,191,168
215,189,166
218,192,170
216,190,172
217,191,172
206,179,155
213,184,157
198,169,143
188,162,139
192,166,145
166,143,123
183,157,132
158,133,113
161,133,115
214,193,166
225,211,198
235,226,213
231,220,202
234,224,202
227,217,198
185,138,119
207,149,116
193,154,121
186,138,121
171,91,87
189,108,94
187,124,101
206,172,138
202,155,123
200,160,130
207,169,136
210,168,131
211,158,121
186,137,109
147,109,88
203,185,170
238,235,236
237,236,235
242,235,232
240,226,209
240,223,194
241,224,194
241,224,195
241,224,196
241,224,195
242,225,195
241,224,194
240,224,191
240,224,191
241,225,191
241,225,192
243,226,197
243,226,198
243,226,198
242,225,197
242,225,197
241,226,197
242,227,198
243,227,199
243,227,201
230,217,186
228,215,183
224,211,174
229,215,180
229,214,178
230,215,179
231,217,182
231,217,181
231,216,184
232,217,187
233,218,188
234,219,189
235,220,190
235,219,190
233,218,188
234,217,189
233,219,195
234,225,215
235,229,224
235,231,228
236,231,228
237,230,226
236,229,226
236,230,227
235,229,223
230,224,212
218,210,194
144,131,114
181,149,118
193,160,129
180,147,118
176,141,111
194,159,130
208,173,144
213,177,147
208,171,140
192,159,131
210,179,152
210,177,148
219,188,162
229,199,172
230,199,174
227,198,169
219,191,159
224,191,164
212,178,149
206,172,143
217,188,157
203,174,145
191,165,147
186,160,139
169,144,118
122,94,85
200,168,139
214,183,156
211,183,153
201,172,145
194,164,140
196,169,142
142,96,83
213,150,112
186,145,114
213,165,134
210,160,130
209,172,142
205,168,137
215,159,125
200,141,108
214,170,134
207,159,118
201,147,112
181,132,106
157,119,95
170,134,110
229,215,202
238,235,235
239,236,235
240,228,210
240,223,195
240,223,193
241,225,194
241,224,195
242,225,196
241,224,195
242,225,195
242,225,195
243,226,196
242,226,195
242,226,194
243,226,195
244,227,198
244,227,198
244,227,199
243,226,198
244,226,200
243,227,199
242,227,198
244,228,200
244,227,203
230,217,184
229,215,186
228,216,179
230,216,180
231,216,180
231,217,180
230,216,182
232,217,184
231,216,183
232,217,186
232,217,186
233,218,187
233,218,187
233,218,187
232,218,189
233,223,202
225,215,201
196,187,180
200,182,169
180,157,138
190,166,140
203,180,156
216,193,169
214,188,158
207,178,148
187,156,132
182,148,125
188,153,126
178,144,118
182,148,123
151,119,100
175,138,113
196,159,127
210,174,146
211,173,141
203,162,131
192,154,124
168,132,105
172,134,114
156,120,102
223,192,165
213,181,152
217,186,155
218,186,157
221,187,160
220,187,158
214,181,150
201,170,135
219,189,161
181,154,132
202,175,152
187,159,133
168,137,117
178,144,116
218,185,155
212,180,153
224,193,167
232,201,180
219,193,162
141,103,91
221,159,123
218,156,130
210,132,105
222,155,117
221,159,121
208,143,117
207,128,101
193,123,100
212,146,113
191,135,111
179,134,110
187,147,112
163,124,104
206,171,139
234,228,221
239,235,234
239,235,235
240,225,200
240,223,194
241,224,196
241,224,196
242,225,195
242,225,195
242,225,195
242,225,195
242,225,195
244,227,199
243,226,198
243,226,195
244,227,198
244,227,199
243,226,197
243,226,197
243,227,196
244,227,199
243,227,199
243,228,199
244,229,199
243,227,202
229,216,183
229,216,184
228,215,182
229,215,181
230,215,180
230,215,181
231,216,184
231,217,183
230,216,182
230,216,184
231,216,186
229,215,184
230,215,185
228,211,181
200,180,147
200,174,146
203,170,141
216,185,152
214,180,147
215,182,148
216,180,149
217,183,150
218,184,151
219,188,152
218,186,153
217,184,153
215,182,152
210,175,144
207,173,144
208,174,146
198,163,132
194,159,129
177,144,117
175,143,119
201,166,134
210,174,141
211,177,146
196,158,128
190,151,122
189,152,120
197,160,125
199,162,130
216,185,153
211,179,154
216,185,158
222,192,162
221,189,158
214,182,148
211,183,154
175,149,123
200,175,149
151,127,111
180,153,127
174,141,118
213,177,142
223,192,161
223,191,159
231,203,178
225,196,170
114,92,84
196,142,116
219,155,122
218,151,121
207,135,105
199,134,103
177,108,92
193,113,95
182,114,92
159,118,102
185,147,119
181,141,112
174,133,110
198,159,127
210,180,151
236,234,233
238,235,234
239,234,232
240,225,197
240,223,191
241,224,196
241,224,196
242,225,195
242,225,195
242,225,195
243,226,196
243,226,196
244,227,199
243,226,198
243,226,195
242,225,196
243,226,199
244,227,198
242,225,194
242,226,193
242,225,195
242,227,198
243,228,200
243,228,199
242,226,200
229,217,183
229,216,183
228,214,187
226,214,177
227,214,178
228,215,181
230,216,182
215,197,167
194,173,141
191,167,140
192,168,140
187,162,131
194,166,136
191,161,131
212,181,147
217,182,146
219,185,151
220,187,152
218,186,151
218,185,153
218,182,150
210,178,143
212,180,145
220,187,156
214,184,157
211,178,145
210,178,145
221,189,161
217,187,155
222,191,162
224,193,170
218,186,157
211,179,153
171,144,127
154,123,102
185,151,123
187,153,124
184,149,121
186,151,119
183,147,116
196,156,125
199,158,124
210,176,142
216,187,157
203,173,145
213,182,152
220,190,157
206,172,138
177,150,125
181,157,135
162,133,113
179,151,125
150,125,106
180,149,124
209,173,142
224,193,162
219,189,155
229,198,171
220,189,164
124,99,91
131,87,79
199,143,116
220,157,119
213,143,117
206,134,108
200,131,107
194,135,111
142,106,94
164,129,102
156,113,94
179,140,116
200,163,129
198,158,123
212,194,171
238,234,235
238,236,231
239,227,209
240,223,192
240,224,192
241,224,194
242,225,195
241,224,194
241,224,194
241,224,194
243,226,196
244,227,197
243,226,198
242,225,194
241,224,194
241,224,194
242,225,195
243,226,196
243,226,196
242,226,193
241,225,192
242,227,196
243,227,200
243,227,200
242,228,201
227,217,189
228,213,182
207,186,159
203,177,142
192,161,128
186,153,120
180,147,115
170,135,107
179,140,111
200,160,131
206,168,136
203,165,130
212,175,138
216,182,145
218,185,151
219,185,150
219,186,150
220,187,152
216,183,150
217,183,158
198,163,128
217,183,152
201,167,136
218,184,155
216,187,156
207,173,135
215,181,146
222,188,159
222,191,160
224,193,164
220,190,165
222,190,159
217,186,158
201,168,144
184,154,130
185,154,131
189,158,135
148,119,102
171,140,116
168,133,107
183,146,117
202,163,132
207,173,139
204,169,136
210,179,148
200,169,140
195,165,135
201,169,138
172,147,124
179,154,132
207,173,143
183,144,111
157,128,115
194,162,136
191,159,128
221,187,155
223,189,160
219,185,156
183,154,130
105,81,75
120,90,78
163,123,104
174,122,102
194,139,111
195,140,108
167,108,93
138,103,86
159,125,102
120,92,83
187,154,125
193,156,123
204,167,131
189,147,117
219,208,191
239,234,238
238,231,219
239,222,192
238,222,190
238,221,189
241,224,194
240,223,193
240,223,193
241,224,194
242,225,195
243,226,196
242,225,195
242,225,194
241,225,191
241,224,193
242,225,195
241,224,194
242,225,195
242,225,195
243,226,196
242,226,196
242,227,196
243,227,200
244,228,201
241,226,200
227,218,189
186,164,139
191,155,121
205,167,131
209,168,131
212,170,134
213,171,136
208,171,136
209,173,137
204,167,132
208,172,137
209,175,141
210,174,141
199,164,128
208,173,138
216,184,149
221,188,153
224,192,161
225,196,169
222,192,162
201,167,134
218,185,155
215,184,160
216,185,155
217,187,156
203,171,135
216,182,151
215,181,151
218,187,157
221,190,161
223,191,162
222,192,161
217,185,155
215,181,151
213,181,152
208,177,150
221,188,164
213,181,154
181,148,128
185,150,121
176,139,113
204,170,138
200,167,131
206,175,141
212,183,153
198,169,140
190,158,127
188,159,132
166,142,117
178,150,123
187,157,126
195,161,123
189,153,124
167,137,117
187,155,128
215,180,150
220,185,158
216,181,154
170,143,119
152,122,103
136,103,92
147,114,95
178,144,125
188,155,134
186,152,129
149,120,105
164,137,118
171,138,115
203,168,132
185,143,109
203,164,128
196,157,123
198,156,123
198,186,177
239,235,235
240,226,206
240,223,193
240,224,192
240,224,191
241,225,191
241,224,193
242,225,195
242,225,195
240,224,193
241,224,192
240,224,192
240,224,191
241,225,191
241,225,189
242,226,192
243,226,195
243,226,196
243,226,196
244,227,200
244,227,199
243,228,198
244,228,201
244,227,201
243,227,201
226,213,190
136,110,97
181,146,116
183,145,113
183,144,112
175,144,115
196,160,122
185,148,116
195,154,123
184,146,113
189,152,118
190,154,121
202,166,133
195,159,124
189,154,117
211,178,142
223,190,157
221,190,159
222,193,163
222,190,155
207,170,138
208,173,141
218,185,154
216,185,154
218,187,155
220,188,160
222,190,165
214,181,157
199,166,143
209,177,151
213,179,153
212,179,153
206,174,146
199,167,137
202,170,139
201,168,139
187,157,130
205,178,153
204,185,155
154,133,113
180,147,119
209,176,140
208,175,142
187,155,132
196,167,140
174,145,118
196,164,135
162,136,111
162,140,118
172,151,127
172,148,122
183,153,125
188,155,125
157,127,108
183,152,131
204,172,142
214,180,149
221,188,157
161,134,110
175,145,113
184,153,124
177,142,116
169,134,110
177,146,124
165,128,104
198,161,123
203,166,129
202,166,130
179,142,112
181,144,115
189,150,117
193,154,124
208,168,139
197,185,170
240,234,235
240,225,202
240,224,192
240,224,191
240,224,191
241,225,191
241,225,193
242,225,195
241,224,194
241,224,193
241,225,192
242,226,193
241,225,191
242,226,192
242,226,192
243,227,194
244,227,197
244,227,197
243,226,197
244,227,199
245,228,200
244,228,198
244,229,201
243,227,202
243,227,204
225,211,186
144,118,101
172,139,114
162,125,105
144,109,94
130,107,88
177,145,112
187,149,113
186,149,114
200,165,130
188,151,117
196,158,124
206,171,137
173,136,102
188,152,116
215,181,145
222,188,156
220,187,157
223,192,160
217,182,145
209,170,137
200,164,131
218,185,148
206,172,139
217,185,152
223,192,164
223,194,162
220,187,161
208,175,146
203,171,136
202,170,139
186,157,130
182,157,136
176,160,146
186,177,162
181,171,145
188,180,150
205,194,168
224,211,187
201,189,163
173,147,124
205,172,138
218,184,153
208,175,147
189,159,132
181,152,128
189,161,132
163,139,115
174,153,128
164,138,116
169,142,117
171,145,118
181,151,121
175,145,121
178,149,127
166,134,107
201,167,133
206,172,139
146,117,96
138,110,90
171,139,114
187,153,126
186,152,122
174,146,121
178,145,118
194,154,121
207,168,133
194,158,124
165,131,106
203,167,133
197,161,133
172,134,107
191,154,130
196,180,155
240,234,235
237,224,203
237,221,186
240,224,191
241,223,190
240,224,191
242,225,193
241,224,194
242,225,195
242,225,194
242,226,193
242,226,193
242,226,192
242,226,192
242,226,193
243,226,195
244,227,197
244,227,197
244,227,197
243,226,198
243,226,198
242,226,196
244,227,200
242,227,200
242,227,199
222,208,187
165,141,116
161,130,104
157,125,101
163,132,111
164,138,111
144,113,91
161,128,100
178,143,113
183,147,114
199,163,128
188,152,116
194,160,124
151,115,94
193,157,130
220,187,156
204,170,136
218,185,152
220,188,156
202,167,133
205,169,136
197,164,129
212,179,144
217,182,151
224,189,156
223,187,154
224,192,161
224,197,170
223,201,171
217,201,173
213,202,183
231,222,214
235,230,228
231,228,226
233,230,225
227,221,210
203,195,164
198,187,156
188,182,155
176,171,142
205,191,169
200,169,139
207,174,142
202,170,138
189,158,129
193,164,141
172,146,121
159,134,111
180,156,130
155,128,105
174,148,122
182,156,126
172,142,115
178,148,114
151,120,103
162,135,112
167,137,112
160,130,103
158,127,101
132,105,92
167,135,108
189,156,123
196,162,127
192,162,131
186,155,133
183,147,116
193,159,123
173,138,111
190,155,122
207,168,138
185,148,122
186,150,120
174,138,115
195,169,137
234,227,226
238,232,227
237,222,199
239,223,189
239,224,190
241,225,192
241,225,192
241,225,192
241,225,193
241,224,192
241,225,192
241,225,192
242,226,193
242,226,193
242,226,193
242,226,193
243,227,195
244,227,197
243,226,196
243,226,196
243,226,196
243,226,196
243,226,199
244,227,203
242,226,202
221,207,189
161,136,110
164,133,107
184,154,123
173,142,111
135,110,93
100,78,70
165,134,107
184,152,117
163,127,100
145,108,86
159,123,100
177,142,114
150,122,108
211,182,156
219,188,154
205,171,143
220,186,159
219,185,157
210,175,147
220,189,158
220,188,164
220,189,167
217,188,165
215,192,168
222,206,184
231,218,208
234,225,215
236,228,221
237,229,219
237,226,208
236,223,202
235,223,200
235,225,204
237,228,220
235,228,226
213,205,185
192,181,150
188,177,154
191,181,154
209,201,171
174,158,132
183,152,127
201,171,142
210,179,153
210,181,160
164,138,115
178,151,120
201,171,142
179,150,121
178,149,118
186,158,126
164,134,108
186,152,123
164,133,107
136,114,99
159,132,111
184,152,127
189,155,130
148,120,98
179,145,122
182,148,119
202,168,137
208,174,142
212,180,153
139,109,93
120,90,75
182,149,118
200,159,125
213,176,142
192,152,119
198,160,128
164,129,104
213,175,139
199,174,150
217,210,202
240,230,232
238,226,205
242,223,193
240,224,191
239,223,190
239,223,190
239,223,190
240,224,191
242,226,193
242,226,193
242,226,193
241,225,192
241,225,192
241,225,192
242,225,194
242,225,196
242,225,195
